top genre,artist type,year released,top year,bpm,artist
Pop,Band/Group,2018,2018,126,Maroon 5
Brostep,Solo,2018,2018,100,Marshmello
Brostep,Solo,2017,2018,142,Marshmello
Brostep,Solo,2018,2018,95,Marshmello
Brostep,Solo,2018,2018,150,Marshmello
Atl Hip Hop,Trio,2018,2018,146,Migos
Atl Hip Hop,Trio,2018,2018,138,Migos
Atl Hip Hop,Trio,2018,2018,182,Migos
Dance Pop,Solo,2017,2018,122,MK
Hip Hop,Solo,2017,2018,148,NF
Latin,Solo,2018,2018,97,Nio Garcia
Atl Hip Hop,Solo,2017,2018,100,Offset
Latin,Solo,2018,2018,94,Ozuna
Colombian Pop,Band/Group,2018,2018,170,Piso 21
DFW Rap,Solo,2018,2018,160,Post Malone
DFW Rap,Solo,2018,2018,145,Post Malone
DFW Rap,Solo,2018,2018,140,Post Malone
Hip Hop,Duo,2018,2018,174,Rae Sremmurd
Atl Hip Hop,Solo,2018,2018,95,Rich The Kid
Rap,Solo,2018,2018,146,Sheck Wes
Dance Pop,Solo,2019,2018,115,Sigrid
Pop,Solo,2017,2018,95,Taylor Swift
Modern Alternative Rock,Band/Group,2018,2018,121,The 1975
Dance Pop,Duo,2018,2018,105,The Chainsmokers
Dance Pop,Duo,2018,2018,90,The Chainsmokers
Canadian Contemporary R&B,Solo,2018,2018,134,The Weeknd
Canadian Contemporary R&B,Solo,2018,2018,101,The Weeknd
Big Room,Solo,2018,2018,128,Tiësto
Hip Hop,Solo,2018,2018,155,Travis Scott
Dance Pop,Solo,2018,2018,98,Tyga
Folk-Pop,Solo,2018,2018,100,Vance Joy
Emo Rap,Solo,2018,2018,75,XXXTENTACION
Emo Rap,Solo,2018,2018,128,XXXTENTACION
Emo Rap,Solo,2018,2018,65,XXXTENTACION
Dance Pop,Band/Group,2018,2018,104,Years & Years
Cali Rap,Solo,2018,2018,204,YG
Complextro,Solo,2018,2018,107,Zedd
Atl Hip Hop,Solo,2018,2019,146,21 Savage
Boy Band,Band/Group,2020,2019,176,5 Seconds of Summer
Melodic Rap,Solo,2018,2019,93,A Boogie Wit da Hoodie
Melodic Rap,Solo,2018,2019,96,A Boogie Wit da Hoodie
Grime,Solo,2019,2019,134,AJ Tracey
Latin,Solo,2019,2019,105,Anuel AA
Latin,Solo,2019,2019,92,Anuel AA
Dance Pop,Solo,2019,2019,140,Ariana Grande
Dance Pop,Solo,2019,2019,107,Ariana Grande
Dance Pop,Solo,2019,2019,170,Ariana Grande
Dance Pop,Solo,2019,2019,190,Ariana Grande
Pop,Solo,2019,2019,125,Ashley O
Latin,Solo,2019,2019,176,Bad Bunny
Latin,Solo,2018,2019,97,Bad Bunny
Art Pop,Solo,2018,2019,115,Billie Eilish
Art Pop,Solo,2019,2019,135,Billie Eilish
Art Pop,Solo,2019,2019,83,Billie Eilish
Art Pop,Solo,2019,2019,120,Billie Eilish
K-Pop,Band/Group,2019,2019,132,BLACKPINK
Black Americana,Solo,2019,2019,98,Blanco Brown
Cali Rap,Solo,2018,2019,104,Blueface
K-Pop,Band/Group,2019,2019,120,BTS
Dance Pop,Solo,2019,2019,134,Cardi B
Dance Pop,Solo,2018,2019,130,Cardi B
North Carolina Hip Hop,Solo,2019,2019,75,DaBaby
UK Hip Hop,Solo,2019,2019,110,Dave
Dance Pop,Solo,2019,2019,170,Doja Cat
Alternative Pop Rock,Solo,2018,2019,152,Dominic Fike
Canadian Hip Hop,Solo,2019,2019,101,Drake
Dance Pop,Solo,2019,2019,124,Dua Lipa
Pop,Solo,2019,2019,138,Ed Sheeran
Pop,Solo,2019,2019,95,Ed Sheeran
Pop,Solo,2019,2019,152,Ed Sheeran
Melodic Rap,Solo,2019,2019,150,Flipp Dinero
Dark Clubbing,Solo,2019,2019,101,Gesaffelstein
Dance Pop,Solo,2018,2019,136,Halsey
Melodic Rap,Solo,2019,2019,81,iann dior
Melodic Rap,Solo,2019,2019,95,iann dior
Conscious Hip Hop,Solo,2019,2019,124,J. Cole
Dance Pop,Solo,2019,2019,122,Jax Jones
Dance Pop,Solo,2019,2019,125,Joel Corry
Boy Band,Band/Group,2019,2019,138,Jonas Brothers
Boy Band,Band/Group,2019,2019,94,Jonas Brothers
Chicago Rap,Solo,2019,2019,80,Juice WRLD
Black Americana,Solo,2019,2019,154,Kane Brown
Dance Pop,Solo,2019,2019,146,Kehlani
Pop,Solo,2018,2019,98,Khalid
Pop,Solo,2019,2019,136,Khalid
Florida Rap,Solo,2018,2019,98,Kodak Black
Art Pop,Solo,2018,2019,96,Lady Gaga
Art Pop,Solo,2019,2019,145,Lana Del Rey
Dance Pop,Solo,2020,2019,102,Lauv
Pop,Solo,2019,2019,110,Lewis Capaldi
Pop,Solo,2019,2019,104,Lewis Capaldi
LGBTQ+ Hip Hop,Solo,2019,2019,136,Lil Nas X
LGBTQ+ Hip Hop,Solo,2019,2019,136,Lil Nas X
LGBTQ+ Hip Hop,Solo,2019,2019,154,Lil Nas X
Melodic Rap,Solo,2019,2019,180,Lil Tecca
Dance Pop,Solo,2019,2019,158,Lizzo
Dance Pop,Solo,2019,2019,96,Lizzo
Latin,Solo,2019,2019,92,Lunay
Indie Pop,Solo,2019,2019,102,Maggie Rogers
Dance Pop,Solo,2018,2019,114,Mark Ronson
Brostep,Solo,2019,2019,100,Marshmello
Brostep,Solo,2019,2019,88,Marshmello
EDM,Band/Group,2019,2019,124,MEDUZA
Hip Hop,Solo,2018,2019,86,Meek Mill
Dance Pop,Solo,2019,2019,99,Megan Thee Stallion
Dance Pop,Solo,2019,2019,148,Miley Cyrus
Cali Rap,Solo,2019,2019,202,Mustard
Memphis Hip Hop,Solo,2019,2019,120,NLE Choppa
Dance Pop,Solo,2019,2019,171,Normani
Afro Dancehall,Band/Group,2020,2019,102,NSG
Atl Hip Hop,Solo,2019,2019,140,Offset
Modern Rock,Band/Group,2018,2019,82,Panic! At The Disco
Argentine Hip Hop,Solo,2019,2019,172,Paulo Londra
Chicago Rap,Solo,2019,2019,168,Polo G
DFW Rap,Solo,2019,2019,120,Post Malone
DFW Rap,Solo,2018,2019,145,Post Malone
DFW Rap,Solo,2019,2019,90,Post Malone
DFW Rap,Solo,2019,2019,100,Post Malone
DFW Rap,Solo,2019,2019,150,Post Malone
Classic Rock,Band/Group,1975,2019,144,Queen
Dance Pop,Solo,2019,2019,118,Regard
UK Drill,Solo,2019,2019,141,Russ Millions
Dance Pop,Solo,2019,2019,107,Sam Feldt
Cali Rap,Solo,2019,2019,105,Saweetie
Latin,Solo,2019,2019,176,Sech
Canadian Pop,Solo,2019,2019,117,Shawn Mendes
Canadian Pop,Solo,2019,2019,124,Shawn Mendes
Dance Pop,Solo,2019,2019,120,Sigrid
Grime,Solo,2019,2019,188,Stormzy
Pop,Solo,2019,2019,69,Taylor Swift
Pop,Solo,2019,2019,170,Taylor Swift
Pop,Solo,2019,2019,85,Taylor Swift
Hip Hop,Solo,2018,2019,155,Travis Scott
Hip Hop,Solo,2019,2019,80,"Tyler, The Creator"
Grime,Solo,2019,2019,103,Wiley
Afroswing,Duo,2019,2019,138,Young T & Bugsey
Atl Hip Hop,Solo,2019,2019,98,Young Thug
